post_id,text,topic
670,"Alicia Keys to open US Super Bowl

R&B star Alicia Keys is to open Februarys Super Bowl singing a song only previously performed there by Ray Charles and Vicki Carr.

Keys, who will sing America the Beautiful, will be accompanied by 150 students from the Florida School for the Deaf and the Blind. Charles, who died last year, attended the school as a child in 1937. Keys said she was very excited, describing Charles as an artist I admire, miss and respect. I know that this is going to be a very touching and memorable moment, she said.

It will be her first performance at the Super Bowl, which will be watched by millions in the US on 6 February. Sir Paul McCartney will provide the half-time entertainment in the slot filled by Janet Jackson last year. Organisers have promised there will be no repeat of her nipple-baring incident that sparked thousands of complaints on US TVs most-watched broadcast. A National Football League spokesman said they were comfortable this show would be acceptable to a mass audience. The game and show were watched by 144 million people in the US in 2003.

Twenty CBS-owned TV stations were fined $550,000 (£300,000) by the countrys TV regulatory agency after more than 542,000 complaints were made about Janet Jacksons wardrobe malfunction. Sir Paul said: Theres nothing bigger than being asked to perform at the Super Bowl. Were looking forward to rocking the millions at home and in the stadium.
",entertainment
671,"Court halts Mark Morrison album

Premiership footballer and record company boss Kevin Campbell has gained a court injunction stopping R&B singer Mark Morrison from releasing an album.

The Everton striker signed Morrison to his fledging 2 Wikid Records label and claims he spent thousands of pounds producing his album Innocent Man. Now he is attempting to prevent Morrison releasing the album on Monday through another label. But Morrison vowed to ignore the order, saying no judge is gonna stop me.

Morrison, who is now as well known for his brushes with the law than his music career, rose to fame with the 1996 single Return of the Mack.

But the Leicester singer has struggled to repeat its success following two spells in jail. One was for hiring a stand-in to complete his community service for possession of a stun gun and three-months following a nightclub fracas. He signed to Mr Campbells label a year ago and has released one single, with the label saying the album was due for release on 24 January. But Mr Campbell said he learned that Morrison planned to release the album through Jet Star, which is advertising it on its website. Mr Campbell said: Im glad we were granted the injunction but Im completely gutted that we have had to go that far. Mark Morrison was given everything he asked for by 2 Wikid but it seems that he couldnt help but return to his old ways.

Ive worked hard to realise my ambition in football but had hoped that my future career would be in the music business. I have always dreamt of starting a record label but now Mark Morrison has spoilt that dream for me. There is no loyalty in this business - just greed.

But Morrison is determined the album will be released on Monday. He said: The injunction is ludicrous. I signed a new deal with a new record company because I was not getting the support I needed from 2 Wikid. I was with that label for a year and in that time released just one record, which was not properly promoted. He added: The whole world is waiting for this album and it will come out on December 27. No injunction or judge will stop it. The Mack will return. The case is set to be heard in the High Court on 20 December.
",entertainment
708,"Tarantino to direct CSI episode

Film director Quentin Tarantino is to direct an episode of US television series CSI: Crime Scene Investigation.

The Oscar-winning Pulp Fiction director has also written an original story for the season finale episode. CSIs co-producer, Carol Mendelsohn, said the episode would have more bugs and blood than usual. It is not Tarantinos first venture into TV. In 1995 he directed an episode of the medical drama ER and has also appeared in Alias.

Ms Mendelsohn said the production team had been trying for a while to get Tarantino to direct an episode of CSI, and added that he was a fan of the forensic drama. She said he finally agreed a few weeks ago while CSI was doing some location shooting in Las Vegas and the shows stars persuaded him. He knows everything there is to know about CSI, and he is into the whole mythology of CSI, Mendelsohn said. Quentin came in a couple of weeks ago. We had a story meeting with the writers. He had a great idea, and it was so much fun to have him in the room... we are positively giddy. Filming is due to start in early April and the Tarantino-directed episode will be broadcast in the US on 19 May.
",entertainment
672,"Baghdad Blogger on big screen

A film based on the internet musings of the Baghdad Blogger has been shown at the Rotterdam Film Festival.

The film has been directed by the man who calls himself Salam Pax, the author of the weblog about Iraqi life during and after the war. The movie version comes in the form of a series of shorts made by Pax on a hand-held camera. Baghdad Blogger is among a number of films about Iraq showcased at the Dutch festival, which runs until Sunday. Following the fascination with the writing of Salam Pax - not his real name - he began a regular column in The Guardian newspaper and was given a crash course in documentary film-making. For the film he travelled Iraq to document the changing landscape of the country and the problems it has faced since the invasion, speaking to ordinary Iraqis about their experiences. The festival will also see the screening of Underexposure, one of Iraqs first features to emerge since the toppling of Saddam Hussein.

Director Oday Rasheed made the film on discarded 1980s Kodak film taken from the remains for the former Ministry of Culture building. It centres on the lives of families and strangers going about their everyday business as Baghdad is under siege. Rasheed said the title was refers to the isolation felt by Iraqis under Saddams regime and the difficult time the country is now experiencing. Saddams regime was hell, but now I think the hell has doubled, Rasheed said. The festival was also due to screen murdered Dutch film-maker Theo Van Goghs film about the treatment of woman under Islam, but it was withdrawn due to safety fears. Van Gogh was shot and stabbed in November 2004, following death threats he received about his film Submission.
",entertainment
673,"Gallery unveils interactive tree

A Christmas tree that can receive text messages has been unveiled at Londons Tate Britain art gallery.

The spruce has an antenna which can receive Bluetooth texts sent by visitors to the Tate. The messages will be unwrapped by sculptor Richard Wentworth, who is responsible for decorating the tree with broken plates and light bulbs. It is the 17th year that the gallery has invited an artist to dress their Christmas tree. Artists who have decorated the Tate tree in previous years include Tracey Emin in 2002.

The plain green Norway spruce is displayed in the gallerys foyer. Its light bulb adornments are dimmed, ordinary domestic ones joined together with string. The plates decorating the branches will be auctioned off for the childrens charity ArtWorks. Wentworth worked as an assistant to sculptor Henry Moore in the late 1960s. His reputation as a sculptor grew in the 1980s, while he has been one of the most influential teachers during the last two decades. Wentworth is also known for his photography of mundane, everyday subjects such as a cigarette packet jammed under the wonky leg of a table.
",entertainment
674,"Mutant book wins Guardian prize

A book about the evolution of mutants and the science of abnormality has won the Guardian First Book Award 2004.

Armand Marie Leroi, a lecturer at Londons Imperial College, scooped the £10,000 prize for Mutants: On the form, varieties and errors of the human body. It is profoundly cultured and beautifully written in the very best tradition of popular science writing today, said judge Claire Armistead. The award recognises and rewards new writing across fiction and non-fiction. A panel of literary experts, including novelists Hari Kunzru and Ali Smith, director Sir Richard Eyre and comedian Alexei Sayle chose the winner from a five-strong shortlist.

The shortlist included Susanna Clarkes Jonathan Strange and Mr Norrell, a novel about the magic arts at the turn of the 19th Century and The Places In Between, Rory Stewarts account of his trek, on foot, across Afghanistan. What we found so impressive about Armand Marie Lerois book was the scope of its reference, its elegance and its inquisitiveness, said Ms Armistead, chair of the judges and the Guardian literary editor. While the subject matter of Mutants unsettled some involved in the judging process, the overwhelming majority found it fascinating, she added. Her words were echoed by Iris director Sir Richard Eyre who called Marie Lerois work extraordinarily thought provoking. The award, for first time authors, is open to books from genres including fiction, poetry, biography, memoir, history, politics, science and current affairs. Previous winners include White Teeth by Zadie Smith, in 2000, which went on to become a bestseller.
",entertainment
675,"Greer attacks bully Big Brother

Germaine Greer has criticised Celebrity Big Brothers bullying of housemates after quitting the reality TV show.

She said superior bullying tactics, like making housemates cold and hungry, could encourage playground bullying. She also condemned the complete irresponsibility of adding Brigitte Nielsens former mother-in-law Jackie Stallone to the house on Monday. Nielsen had panicked that if she reacted badly it could harm her access to her children, Greer said. The feminist writer and broadcaster said Big Brother had behaved like a child rather than a parent by taunting contestant John McCririck after denying him a cola drink. I thought it was actually demonstrating the role of taunting in the playground and there are so many children whose lives have actually been destroyed by taunting in the playground, Greer said. She also said that her fellow housemates had publicity-seeking agendas.

I had no idea who would be in here and its wrong for me to present myself in the same context as they are. Media observers had been surprised by Greers initial decision to join the third celebrity version of the Channel 4 reality TV show, given that she has written critical articles about the format in the past. As she packed her suitcase to leave the house she told fellow housemates: Im leaving over specific issues, but best for everyone if I dont discuss them. I have a problem with decisions, I make them fast and when I make them, I stick to them. Greer had earlier failed to persuade other contestants to stage a naked protest against Big Brother.

Other celebrities to walk out of a reality show TV include Sex Pistol John Lydon, former EastEnders actress Danniella Westbrook and ex-E17 singer Brian Harvey who all left Im A Celebrity... Get Me Out Of Here. Previous Big Brother housemates to leave before their time were Sunita Sharma and Sandy Cumming from the third series of the non-celebrity version of the show.

VOTE   Was Germaine Greer right to leave Celebrity Big Brother?   Yes  No   Results are indicative and may not reflect public opinion

Happy Mondays dancer Bez is now 2-1 favourite to win the show, followed by Blazin Squad singer Kenzie at 5-2 and actor Jeremy Edwards at 4-1. Ladbrokes spokesman Warren Lush said that the series was still wide open, adding that the last 24 hours had also seen a rush of bets on McCririck slashing his odds to 8-1. DJ Lisa IAnson is the outsider with odds of 40-1, while Jackie Stallone, who joined the house on Monday, is also one of the less popular housemates at 20-1. The first eviction of the series has now been postponed after Greers exit unexpectedly reduced the number of competitors. The eight remaining contestants are competing for a £50,000 prize, to be donated to the charity of their choice, if they survive a series of public votes. For every 50p vote cast by viewers by telephone or text during the programmes run, 9p will go to a tsunami charity appeal.
",entertainment
676,"Baywatch dubbed worst TV import

Surf show Baywatch has won the title of worst TV import of all time in a poll of UK television executives.

The programme, which starred David Hasselhoff and Pamela Anderson during its 12-year run, was shown in 140 countries at its height. Model Anna Nicole Smiths reality show and The Dukes of Hazzard were runners-up in the Broadcast magazine survey. The Simpsons and Dallas and 24 were among the magazines list of the best all-time imports from the US. Soap operas Knots Landing, Falcon Crest plus The Bold And The Beautiful all made the top 10 of Transatlantic TV howlers. The Jerry Springer Show, which came in at sixth on the list, did not fare well.

Broadcast magazine said: British TV never realised how low it could go before Jerry showed the way. Baywatch rose to the top of the list for having mind-numbingly predictable scripts: beachgoer is saved from drowning, according to the magazine. Just inside the all-time worst top 10 came Extreme Makeover, which sees members of the public given thousands of pounds worth of plastic surgery. Other American shows which won praise were The X-Files, I Love Lucy, Twin Peaks and Star Trek.
",entertainment
677,"TV show unites Angolan families

Angolan families who are attempting to track each other down, after being separated by nearly 30 years of war, are succeeding thanks to a hugely popular TV show.

Meeting Point has become one of TV Angolas most watched programmes, and has reunited hundreds of families. It runs daily, not only on the television but also on the radio. Every Friday, hundreds of people gather in Luandas Independence Square to record a message in front of the TV cameras, in the hope that a lost relative will see it. Many relatives have been reunited on air. At the beginning there was an absolute explosion - huge, huge crowds, Sergio Gera, the programmes chief co-ordinator, told BBC World Services Assignment programme. Now things are a little calmer, there are slightly less people - but, after two and a half years of broadcasting, there are still a lot of people going.

The media in the southern African country, twice the size of France, has been gripped by the quest of so many people to find their relatives. Hundreds of thousands of people died in Angolas 30-year civil war, which finally ended in 2002, and tens of thousands of people are still missing. Many have not heard anything for 10 or more years - in all, 90% of Angolan families have lost someone.

The idea of recording in Independence Square was modelled on a square in the Argentine capital Buenos Aries, where mothers go to talk about the dead and the missing, and to exchange news. One woman, Victoria Lapete, found her sister - the only remaining member of her family - in Independence Square live on Meeting Point. She had not seen her sibling for 28 years. When we saw each other, we threw ourselves into each others arms, she told Assignment. We started to cry. I felt very, very happy, because Id spent so long without any family. Suddenly I had a sister again. However, Angola is one of the poorest countries in Africa, and the number of people with access to either a television or radio is comparatively few. This means that elsewhere in the country, the task of reuniting families lies primarily with the International Committee of the Red Cross (ICRC). In the city of Wambo, the ICRC runs the Gazetta - a 200-page, tabloid-size book which contains 13,000 names of missing or displaced.

Their task is made much harder by the huge number of landmines dotted around the country. Its very difficult - there are many displaced, stated Joaquim Sahundi, head of tracing in Wambo.

As they try to go back [home], others are trying to relocate their relatives. Many people are getting injured because of that - in the villages, in the bush, there has been no clearance of mines. When people are crossing these areas, they step on mines. The ICRC also uses the media where it can, running four daily broadcasts of their lists of the missing on Radio Angola. Meanwhile, there remain massive challenges to Angolan families even once they are reunited. The programme of family reunification is extremely important, but for these families to remain reunified, there has to be social integration, job access, education, healthcare, said Rafael Marques of the pro-democracy George Soros Foundation for Southern Africa. Essentially the government is waiting for the international community to pay for the reconstruction - thats why it has been persistently calling for a donors conference. That is just a way of detaching itself from its political responsibilities.
",entertainment
678,"Jungle TV show ratings drop by 4m

The finale of ITV1s Im a Celebrity... Get Me Out of Here drew an average of 10.9m viewers - about four million fewer than the previous series.

The fourth series of the show peaked on Monday at 11.9m and 49.2% of the audience, just before Joe Pasquale won. This compared with a peak of 15.3m at and a record 62.2% of the TV audience when Kerry McFadden won in February. Comic Pasquale beat former Royal butler Paul Burrell who came second, nightclub owner Fran Cosgrave, who was third. Pasquale follows Kerry McFadden, Phil Tufnell and Tony Blackburn as winners of the show.

Singer and TV presenter McFadden was the shows first female winner. When cricketer Phil Tufnell won in May 2003, 12.3 million people - 50% of the viewing public - tuned in to watch. And when Tony Blackburn won the first show in 2002, 10.9 million people saw the show. Pasquale had been the shows hottest ever favourite to win, and its hosts Anthony McPartlin and Declan Donnelly, known as Ant and Dec, said Mondays deciding vote was the closest in the programmes history.

Pascuale has been flooded with offers of TV work, according to his management company, but one of his first jobs on his return is pantomime.

Before joining Im a Celebrity, he had signed up to play Jack in Jack and the Beanstalk in Birmingham, and tickets for the show have become increasingly popular since he joined the TV show. His manager Robert Voice said: Weve had interest from different TV producers. Some are for comedy shows, some are new-type projects. There are a number of things Joe wants to do. He is very ambitious. He wants to play the West End and do different things other than straightforward comedy. We are talking to a couple of West End producers about a musical.
",entertainment
2483,"1,593 #COVID19 positive cases, 998 patients recovered and 8 deaths reported in Telangana today. The total number of… https://t.co/3um6OTKMUY",covid
679,"Aviator creator in Oscars snub

The man who said he got Oscar-nominated movie The Aviator off the ground and signed up Leonardo DiCaprio has been shut out of the Academy Awards race.

Charles Evans Jr battled over his role with the people who eventually made the film, and won a producers credit. But he is not on the list of producers who can win a best film Oscar due to a limit on the number of nominees. The Oscars organisers have picked two of The Aviators four producers to be nominated for best film.

Up to three producers can be named per film but the studios behind The Aviator and Million Dollar Baby failed to trim their credits - so the Academy of Motion Pictures Arts and Sciences (Ampas) has done it for them. The Aviators nominated producers are Michael Mann and Graham King - with Mr Evans and Sandy Climan, Mr Manns former deputy, left off. Mr Evans sued Mr Mann in 2001, claiming he came up with the idea, spent years developing it and persuaded DiCaprio to play Hughes - but said he was later excluded from the project. The two sides settled out of court in a deal that has remained secret apart from the fact Mr Evans name has appeared as a producer when the films credits roll. At the Golden Globes, Mr Evans - who was named among the winners when the film won best drama film - evaded a security guard to have his photo taken with DiCaprio, director Martin Scorsese, Mr Mann and Mr King.

Ampas decided to limit the number of producers who could be nominated after Shakespeare in Loves victory in 1999 saw five producers collect awards. The eligible names for The Aviator and Million Dollar Baby were decided by Ampas producers branch executive committee on Wednesday. The decision also saw Clint Eastwood get his third personal nomination for Million Dollar Baby. He is now named in the best film category as well as being nominated for best director and best lead actor. The Academy Awards ceremony will be held in Hollywood on 27 February. Chinese actress Ziyi Zhang, star of Crouching Tiger, Hidden Dragon, Hero and House of Flying Daggers, is the latest name to be added to the list of presenters on the night.
",entertainment
680,"Artists secret postcards on sale

Postcards by artists including Damien Hirst and Tracey Emin have sold just hours after the opening of the Royal Academy of Arts annual Secrets sale.

The identity of the artist remains unknown until each work is bought and the signature is revealed on the back. There are still some big names left, such as Mario Testino, said RCA spokeswoman Sue Bradburn. All postcards are priced at £35. The sale opened at 8am on Friday and will close at 6pm on Saturday. Ms Bradburn said there was a big queue at the start of the sale but it had now gone down.

She said the people that had bought the famous name postcards had arrived early and had spent time studying each work. They would have known what to look for. The exhibition has been open for viewing since 19 November. Film director Ken Loach, fashion designer Hussein Chalayan and former Blur guitarist Graham Coxon have all designed postcards for the sale. Some of the contributing artists are students or recent graduates of the Royal College of Art and other leading art colleges. Money raised from the sale will go towards the RCAs Fine Art Student Award Fund which supports students with grants and bursaries. The famous sale is now in its 11th year.
",entertainment
681,"Poppins musical gets flying start

The stage adaptation of childrens film Mary Poppins has had its opening night in Londons West End.

Sir Cameron Mackintoshs lavish production, which has cost £9m to bring to the stage, was given a 10-minute standing ovation. Lead actress Laura Michelle Kelly soared over the heads of the audience holding the nannys trademark umbrella. Technical hitches had prevented Mary Poppins flight into the auditorium during preview performances. A number of celebrities turned out for the musicals premiere, including actress Barbara Windsor, comic Graham Norton and Sir Richard Attenborough.

The shows director Richard Eyre issued a warning earlier in the week that the show was unsuitable for children under seven, while under-threes are barred. Mary Poppins was originally created by author Pamela Travers, who is said to have cried when she saw Disneys 1964 film starring Julie Andrews. Travers had intended the story to be a lot darker than the perennial family favourite. Theatre impresario Sir Cameron Mackintosh has said he hopes the musical is a blend of the sweet-natured film and the original book.
",entertainment
682,"Band Aid 20 single storms to No 1

The new version of the Band Aid song Do They Know Its Christmas? has gone straight in at number one in the UK singles chart.

The charity record is also tipped to be this years Christmas number one. It features vocals from the likes of Chris Martin, Dido, Robbie Williams and the Sugababes. The original version - which was the Christmas number one in 1984 - sold 750,000 copies in its first week and 3.5 million in total. It was released in the US, and reached number 13 in the singles chart. However, Band Aid 20 is not going to be released in the US, despite being sold in many countries around the world. US record shops are stocking an import version of Do They Know Its Christmas, which is said to be selling very well in Los Angeles and New York.

British stars who appear on the current recording, such as Dido and Coldplays Chris Martin, are well known to music fans across the Atlantic, along with U2 frontman Bono. Record company Universal is responsible for the global distribution of the single, which will be available across Europe, Asia, South America and Canada. But music fans in the US are still able to access the song and download it on Band Aid 20s official website. In 1985, a group of high-profile American stars known as USA For Africa came together to record their own fund-raising single, We Are The World. The song was written by Lionel Richie and Michael Jackson, with Quincy Jones as producer.

It topped the US charts for three weeks and went on win Grammy awards for best record and song. Dionne Warwick, Diana Ross and Tina Turner were among the line-up of performers. Proceeds from the sales of the Band Aid 20 single will go towards aid relief in Africa, in countries such as Ethiopia and Sudan. The money raised will also be used to help combat HIV and Aids across the continent. The Band Aid Trust which was set up 20 years ago, when the original single was released, handed out $144m (£75m) to famine relief projects across Africa between January 1985 and November 2004.
",entertainment
683,"Comic Morris returns with sitcom

Comedian Chris Morris, who created controversial TV show Brass Eye, is to return to screens with a new sitcom about a spoof London media worker.

Morris will direct and co-write Nathan Barley - a character from cult website TV Go Home - for Channel 4. It is a send-up of the stereotypical cool metropolitan media scene, with Nicholas Burns in the title role. A Brass Eye satire of the media handling of paedophilia sparked 2,500 complaints in 2001.

Nathan Barley will be a character-driven comedy, according to Charlie Brooker, who created TV Go Home in 1999 and has co-written the series. Barley is described as a webmaster, guerrilla film-maker, screenwriter, DJ and in his own words, a self-facilitating media node. The story will also feature Dan Ashcroft, a style magazine columnist, and his sister Claire, a film-maker who hates the cool scene. As well as Brass Eye, Morris was behind another news show satire, The Day Today, and dark sketch comedy Jam. The new show is expected to begin in February.
",entertainment
709,"Arnold congratulated on Oscar win

Oscar-winner Andrea Arnold has been congratulated by the UK Film Council, the organisation which partly funded her project.

Arnolds film Wasp won the best live action short film award on Sunday. The UK Film Council spends millions of pounds of lottery investment on short filmmaking in Britain every year, said chief executive officer John Woodward. It certainly pays off when you see new film-makers winning such prestigious awards, he added.

Wasp, which was commissioned by the Film Council and Channel 4, beat films by fellow UK nominees Gary McKendry and Ashvin Kumar to the prize. It stars actress Nathalie Press, who appeared in the Bafta-winning drama My Summer Of Love, as a single mother who is forced to take drastic action when she is invited on a date and is unable to find a babysitter to look after her four daughters. The film has already won over 30 other international awards including the Sundance Short Film Prize. Arnold, from Dartford in Kent, described her victory as truly overwhelming. Im really not used to this kind of thing, she said, after receiving her Oscar from actor Jeremy Irons. Thanks to everyone who worked on this - the beers are on me when we get home. The director was one of only two British winners on the night, the other being Sandy Powell, who won the costume design Oscar for her work on The Aviator.
",entertainment
684,"US to raise TV indecency fines

US politicians are proposing a tough new law aimed at cracking down on indecency and bad language on US TV.

Fines of up to $500,000 (£266,582) could be imposed each time broadcasters transmit nudity or profanities. The proposal, unveiled in the House of Representatives, also seeks to revoke a broadcasters licence after three violations have been committed. The exposure of Janet Jacksons breast at last years Superbowl landed CBS with a $550,000 (£293,264) fine. Entertainers could also be liable for fines under the proposed legisation from both US politcians and officials from the Federal Communications Commission (FCC). A Republican senator from Kansas, Sam Brownbeck, is set to call for a maximum $3 million (£1.6 million) fine for repeated violations.

The current maximum fine stands at $32,500 (£17,320) - 20 of the stations in the CBS network were each penalised these lesser amounts for the Jackson incident. Republican politician Fred Upton, who chairs the committee responsible for broadcasting, said current fines are more of a cost of doing business rather than a deterrent. Last years Janet Jackson wardrobe malfunction encouraged the FCC to impose tougher rules, but the US Congress adjourned last year without agreeing on a new level of fines. New figures have to be decided before new legislation can be put before President Bush. Certain broadcasters, like Fox, claim the material they carry does not violate indecency laws and is protected under the right to free speech.
",entertainment
685,"US afflicted with awards fatigue

The film world and media may be wild about the Oscars but cinema-goers and the TV-viewing public are sick of watching award ceremonies, according to some LA film critics.

Bob Strauss, from the LA Daily News, thinks there are just too many televised gatherings of stars showering praise on each other. He came up with a colourful but unprintable description for these glitzy events, which roughly translates a celebrity love-in. This echoed the views of Oscars host and comedian Chris Rock, who whipped up a media storm for saying he rarely watched them, calling award shows idiotic. As Chris Rock accurately said, theyre about celebrity and fashion, Mr Strauss said. The recent Grammy music awards proved to be a ratings loser, and it seems Oscars organisers are determined not to go the same way.

Recently announced changes to the ceremony include lining up all five nominees on stage before announcing the winner.

Unsurprisingly, this prompted press speculation that the changes were aimed at boosting flagging advertising revenue. But Entertainment Weeklys Dave Karger maintained the Oscars only generated excitement outside the industry when a blockbuster, such as Titanic or Lord of the Rings, was nominated. The near constant flow of US film awards, representing directors, actors and producers guilds, also means few surprises are left by the time the Oscar ceremony is upon us, he said. A quick scan of the Los Angeles Times and Los Angeles Daily News bears this out - speculation about who will win seems to have ground to a halt.

On Thursday, the Times simply printed a picture of the plastic tents going up outside the Kodak Theatre to protect the red carpet from rain. Variety and the Hollywood Reporter have also kept their focus firmly on industry-related news, while in the UK bets have closed on the best actor category, with Ray star Jamie Foxx a dead cert to win.

Screen Internationals US editor Mike Goodridge thinks 2004s films have simply not grabbed the publics imagination. Film-makers havent produced films that people adore this year, he said. They adored Saving Private Ryan for example - people loved it and it made a ton of money. 2004s films could be a reaction to 9/11 - there was a realisation in America that things might not be so rosy after all. Audiences dont necessarily want to see darker films such as Million Dollar Baby, Aviator and Finding Neverland, which end with casualty. As to whether Rock could pep up the awards, the critics were not hopeful.

Mr Strauss doubted whether Rock would make an impact, but added: Im all for lower ratings though - there are far more important things going on than the Oscars. Mr Karger said the comic might boost younger viewers, but Mike Goodridge thought Rocks humour could prompt Americas conservative states to switch off. So despite all this, did the critics have any views on who would win?

Clint Eastwoods Million Dollar Baby affected people emotionally, which is why it will beat Aviator, which was about technical artistry not feelings, Mr Karger said. Eastwood has it in the bag, added Mr Strauss. Oscar voters often vote with their hearts not their heads. And Mr Goodridge said best film and director were between Martin Scorseses Aviator and Million Dollar Baby. Mr Karger, whose favourite film of the year was Mike Leighs abortion drama Vera Drake, stayed upbeat about the awards despite his other comments. I hope this is the year for small films to triumph, he said. After all, its still one of the biggest TV events of the year.
",entertainment
686,"British stars denied major Oscars

British hopes of winning major Oscars were dashed as UK stars failed to win acting and directing prizes.

Despite three nominations, Mike Leighs Vera Drake failed to take the director or screenplay awards and there was no prize for star Imelda Staunton. Kate Winslet also lost to best actress Hilary Swank, while Clive Owen and Sophie Okonedo failed to win best supporting actor awards. The UKs Andrea Arnold won the short film award for her gritty drama Wasp.

Arnold, who presented childrens television shows Number 73 and Motormouth in the 1980s, said it was totally overwhelming to win. Wasp tells the story of a single mother living on the breadline, beating films by fellow UK nominees Gary McKendry and Ashvin Kumar.

Everyone worked extremely hard - they know who they are, Arnold said as she accepted the prize. The beers are on me when we get home. Earlier British costume designer Sandy Powell won the Oscar for The Aviator, beating Finding Neverlands UK designer Alexandra Byrne in the process. Im very thrilled for the film and all the people who worked with me, said Ms Powell. Hopefully Ill be staying up to celebrate - Ive been sick for three days and want to make it through the night. The British visual effects team behind Harry Potter and the Prisoner of Azkaban were less fortunate, however, losing the Oscar in that category to Spider-Man 2. Before Sundays ceremony Owen was bookmakers favourite for his role in romantic drama Closer that had already clinched him a Golden Globe award. It was the first time actress Okonedo had been shortlisted, chosen for her performance in Hotel Rwanda about the 1994 Rwandan genocide. It was also a debut nomination for Staunton, 49, who played abortionist Vera Drake in Mike Leighs film.

Leigh had previously received three Oscar nominations for Secrets and Lies and Topsy Turvy. Winslet said she was ecstatic about the fourth Oscar nomination of her career, this time for her lead role in Eternal Sunshine of the Spotless Mind. Among other British talent nominated for Oscars, composer Andrew Lloyd Webber and lyricist Charles Hart were nominated for best original song for Learn To Be Lonely, from The Phantom of the Opera movie. That award was won by Al Otro Lado Del Rio from The Motorcycle Diaries. Cinematographer John Mathieson, who was nominated for Gladiator in 2001, was also up for The Phantom of the Opera but lost to The Aviator. Finding Neverland garnered another nomination for British talent, with Gemma Jackson shortlisted for the art direction prize. She lost in that category to The Aviator. A spokesman for the UK Film Council said: It is disappointing not to have more British winners. He added: It was extraordinary to have 24 British nominees in the initial list of nominees.
",entertainment
687,"Eastwoods Baby scoops top Oscars

Clint Eastwoods Million Dollar Baby beat Martin Scorseses The Aviator to the top awards at the Oscars on Sunday.

The boxing drama was named best picture and Eastwood pipped Scorsese to best director, while its stars Hilary Swank and Morgan Freeman won acting awards. The Aviator took five prizes including best supporting actress for Cate Blanchett. The biopic of Howard Hughes led the nominations with 11. Jamie Foxx picked up best actor for playing soul star Ray Charles in Ray. Many expected this to be Scorseses year - but he was unsuccessful in the best director category for the fifth time in his career.

He has never won despite being nominated for such films as Raging Bull and Goodfellas. Instead, Eastwood took his second Oscar for best director after winning for Unforgiven in 1993. It was a wonderful adventure, Eastwood said. To make a picture in 37 days, it takes a well oiled machine. I am lucky to be here and lucky to be still working. Ive got a lot of stuff to do yet. Hilary Swank picked up her second best actress Oscar for playing a female boxer in Million Dollar Baby, beating stars including Annette Bening, Kate Winslet and Imelda Staunton. I dont know what I did in this life to deserve this, she told the audience. Im just a girl from a trailer park who had a dream. Morgan Freeman beat actors including Clive Owen, Jamie Foxx and Alan Alda to the prize for best supporting actor. He thanked Eastwood and described the film as a labour of love. This was the fourth nomination of his career but his first win. Backstage, he said: A lot of people say youre due - maybe you are, maybe you arent - its an accolade. Million Dollar Babys success was the nights biggest surprise after The Aviator seemed to have the advantage until the end of the ceremony.

Cate Blanchett, who won for playing late screen legend Katharine Hepburn in The Aviator, said her award was an indescribable surprise and honour. Of Hepburn, she said: The longevity of her career is inspiring to everyone. Blanchett also paid tribute to the films director Martin Scorsese, telling him: I hope my son will marry your daughter. The Aviators other awards came for cinematography, film editing, art direction and costume design. And Jamie Foxx, who had two nominations this year, paid tribute to the beautiful legacy of soul legend Ray Charles, who died last year, and thanked director Taylor Hackford. You took a chance, man, he said. That love for Ray Charles was deep down in the earth somewhere and you opened it up. Everybodys drowning in this love. Thank you for taking a chance and thank you for waiting 15 years to get me to do it.

He broke down in tears when speaking about being whipped by his grandmother, whom he described as his first acting teacher, when he was young. In other awards, cartoon hit The Incredibles won best animated feature and best sound editing. Bittersweet comedy Sideways won best adapted screenplay while the original screenplay prize went to Eternal Sunshine of the Spotless Mind. Born into Brothels, about the children of prostitutes in Calcutta, was named best documentary, The Sea Inside was named best foreign language film and Finding Neverland got the accolade for best musical score. Spider-Man 2 triumphed in the visual effects category, Ray won best sound mixing and Lemony Snickets A Series of Unfortunate Events picked up best make-up. Former British TV presenter Andrea Arnold, who hosted childrens shows Motormouth and Number 73 in the 1980s, won best short film for Wasp. Comedian Chris Rock, who hosted the ceremony for the first time, received a standing ovation before getting the show under way.
",entertainment
